	AveExpr	Coef	t	P.value	F	F.p.value
ABC7-42404400C24.1	4.41519079032519	-0.488828323844036	-1.62315417903423	0.131626065153292	2.63462948891628	0.131626065153292
ABCA1	5.83953682035476	0.715520534216154	1.24888686712504	0.236528288076872	1.55971840687741	0.236528288076872
ABCA10	3.89576020346963	-2.73888594745196	-4.31719665723686	0.00110229309148198	18.6381869772571	0.00110229309148198
ABCA11P	0.622690872281914	-1.37526179333168	-2.49693755482894	0.0288302620748014	6.23469715271514	0.0288302620748014
ABCA12	7.61821533272868	-2.40259335796336	-3.86180653013434	0.00244002004368794	14.9135496761882	0.00244002004368794
ABCA13	2.17687915723958	-1.06782239114282	-1.99945439386864	0.0697454042489086	3.99781787316062	0.0697454042489086
ABCA2	6.03974421930152	0.882745599704437	2.7087674642514	0.0196324623779637	7.33742117538696	0.0196324623779637
ABCA3	1.74683670759315	-0.929299197068669	-3.07404669818747	0.0100872200484845	9.44976310263726	0.0100872200484845
ABCA4	1.30853405698815	-3.66503232789577	-5.37114267045627	0.000194180905382274	28.8491735863961	0.000194180905382274
ABCA5	7.12835541353483	-1.40974236411845	-4.11172336746618	0.00157297246037773	16.9062690505675	0.00157297246037773
ABCA6	4.18117427628285	-1.58943821595813	-2.9425378035019	0.0128210646679788	8.65852872503779	0.0128210646679788
ABCA7	5.32257802971514	0.911925491590772	3.9135174625614	0.00222689838200039	15.315618929773	0.00222689838200039
ABCA8	5.51036498065398	-2.85189802210131	-7.42349032957315	1.02390209452973e-05	55.1082086732661	1.02390209452973e-05
ABCA9	4.62534098162686	-1.34398513653342	-2.62981026373803	0.0226626790499535	6.91590202326187	0.0226626790499535
ABCB1	3.59580530478588	0.121373472354829	0.265973793362286	0.794967153327849	0.0707420587555242	0.794967153327849
ABCB10	4.58212775482211	0.684616522347047	1.40088198630926	0.187648781254423	1.96247033956579	0.187648781254423
ABCB4	1.69962089736923	0.263962410914433	0.728870044396507	0.480660243623614	0.531251541618566	0.480660243623614
ABCB5	0.716960227473877	-0.708425786617326	-1.1034115174891	0.292400359599409	1.2175169769276	0.292400359599409
ABCB6	2.81759904879907	-0.279559547666287	-0.748287904217183	0.469312277649105	0.559934787597744	0.469312277649105
ABCB7	3.87203130266078	-0.0963013195891609	-0.251288526684714	0.806024413866078	0.0631459236433741	0.806024413866078
ABCB8	4.49408593232114	0.466683758916209	2.02721230307679	0.0664617450510111	4.1095897217459	0.0664617450510111
ABCB9	3.12407336639599	-0.168514464949481	-0.526952515944461	0.608240443200184	0.277678954060198	0.608240443200184
ABCC1	5.86501721383936	1.16710581823382	5.97929317705044	7.65156299930206e-05	35.7519468971219	7.65156299930207e-05
ABCC10	4.33408995811402	0.866529808037289	2.85187364386223	0.0151266213570689	8.13318328055606	0.0151266213570689
ABCC11	2.50623713648847	-0.112460330152619	-0.411838775707427	0.688028939697509	0.169611177176192	0.688028939697509
ABCC3	3.68826274924431	0.327987863021573	0.957370827119044	0.358072389554705	0.916558900618603	0.358072389554705
ABCC4	1.31713925955047	0.0580569243017672	0.0911043577410477	0.928977099095487	0.00830000399940879	0.928977099095487
ABCC5	2.80061443636125	-0.961706416787353	-1.4834612074752	0.16483026969028	2.20065715408378	0.16483026969028
ABCC6	2.05342702448216	-1.67187224897945	-3.68648576377496	0.003332914195798	13.5901772865155	0.003332914195798
ABCC9	6.58717838138135	-0.616203324205105	-1.41753168719522	0.182845446723482	2.00939608420252	0.182845446723482
ABCD1	2.75121334445213	2.15916337334011	5.36257008905913	0.000196820186014706	28.7571579600716	0.000196820186014706
ABCD2	4.67243513896455	-0.484960262299652	-0.810018977246781	0.434369120527646	0.656130743499921	0.434369120527646
ABCD3	4.07453057163397	-1.20633134943052	-2.52068545919068	0.0276188750637032	6.35385518417534	0.0276188750637032
ABCD4	3.62231225348449	0.0329069377002491	0.123739703854417	0.903657486288898	0.0153115143099788	0.903657486288898
ABCE1	5.78902689156603	0.90759288447013	2.40652887449346	0.0339329269410941	5.79138122377076	0.0339329269410941
ABCF1	6.42106462668597	-0.671995440408019	-2.62536198403898	0.0228464668066156	6.8925255472371	0.0228464668066156
ABCF2	4.326381131306	-0.138687293606795	-0.423015582500971	0.68008548742968	0.178942183038636	0.68008548742968
ABCF3	3.58477618268522	0.205122036078309	0.59148906431393	0.565637301280537	0.349859313202968	0.565637301280537
ABCG1	6.75869683423295	1.50235829802376	7.07103041664023	1.63194666389162e-05	49.9994711530513	1.63194666389162e-05
ABHD1	1.45164426994173	-0.277721764708419	-0.484894950754168	0.636854648346809	0.235123113266887	0.636854648346809
ABHD10	3.61942753145644	-0.606994593855702	-2.75673962024047	0.0179905690486911	7.59961333380355	0.0179905690486911
ABHD11	3.48325383952143	-0.225590741208631	-0.666280671986563	0.518373281479178	0.443929933862866	0.518373281479178
ABHD12	4.9136593249649	0.588155450787571	2.278225196911	0.04269732319781	5.19031004784015	0.04269732319781
ABHD12B	4.0901071933725	-2.80327322416078	-8.20772245265418	3.8246011832644e-06	67.3667078598036	3.8246011832644e-06
ABHD13	4.5316839364196	-0.748931660685042	-1.69266782288116	0.117403089804378	2.86512435861725	0.117403089804378
ABHD14A	2.73450807154567	0.336196912848461	0.928076702389348	0.372435165257044	0.861326365517886	0.372435165257044
