"","geneID","HS01","HS02","HS03","HS04","HS05","CL08","CL10","CL11","CL12","CL13"
"34","ADAMTS7",-0.140319957885473,-0.0718266197775903,0.685245786224266,1.39616155737645,0.637689151999342,2.16143799599678,2.43836213163721,2.45195397886976,2.93775180696083,2.07582151450044
"35","ADAP1",2.60079268316028,3.5844127125833,2.52980557483319,2.3048272632185,2.36763387650436,4.90557934486653,5.3096561903643,5.76587193210971,5.90135525499553,4.61857793139051
"36","ADAP2",4.13468040828283,5.10386625638972,4.63115981664547,5.40448849464644,7.32387502759593,7.35821193047533,6.79962590547745,7.46908770336365,7.11488205013085,7.16792296199757
"37","ADCY2",3.33014369383655,3.78538112693706,4.00875233233648,3.21732342961514,3.10325914530993,-0.448202890163879,0.986765294052324,0.916145466008824,1.1155520467847,1.3526652685188
"38","ADCY5",2.03454511983063,3.69769584359494,3.76077408000522,3.63099357341492,3.02351897568842,-0.54691914853583,2.80422570186975,0.724990223042652,-5.37326948825696,-1.51321179536724
"39","ADCY8",4.16998966180348,2.76626753273573,2.89915993214452,2.1451512067918,3.63159797862641,-0.404562846372456,-2.07934553596282,-5.11837980564277,-4.05404603900827,-4.84820999006784
"40","ADGRE1",-0.622942941021667,-0.805683962044013,-0.937485253778832,1.94760390284896,2.04708017021767,1.80964161225513,3.96476830973594,3.35976007749355,3.85447589384259,3.50464566182026
"41","ADGRE2",3.21529203195926,3.82616123223418,3.2583069407109,3.30856383826752,3.00282200024276,5.8669559081456,6.91272288422698,6.92360707441632,6.51471119307365,7.28465012344021
"42","ADGRE5",2.6343768708425,2.07455917537496,3.14963705057226,2.71199635633702,2.81309080589605,3.84409460227,5.06405375143659,5.91814496440919,5.18613504679785,5.24512796206315
"43","ADGRF2",3.4645966605814,2.92472735480675,3.18341785351528,3.03701698822108,0.127547507445933,0.70697020818517,-5.05205299086839,-1.959604930899,-1.32104562632363,-1.41946391112624
"44","ADGRG5",-3.65498289715059,-0.0104997570390691,-1.51835645148534,-1.80750604299612,1.09979827138196,2.89617660075699,3.02987421651264,3.98288444382361,5.04852266426374,2.90482012388088
"45","ADGRG6",6.78883996416555,6.71711354412034,7.14936511872416,7.24812950144946,6.72882817962954,5.14024342958191,4.18026910128167,4.80849310847859,4.7075797234382,5.22820631607111
"46","ADGRL3",5.85912244238971,6.06599662017702,5.75902837937856,5.88574396000034,5.60929806934315,2.45783640872775,3.38876258739361,1.93904597834384,1.56592298315057,3.0646221222434
"47","ADH1B",6.51395471038863,8.76457714829846,9.10555449217413,9.06353554705472,9.68490737912951,1.31132254947908,5.72159960633379,4.03822650792909,2.67369996596348,-1.5106586724345
"48","ADIRF",2.62572300523962,3.54255920951757,3.55408223759334,3.54480827498806,1.73926061103517,-0.9100286170845,1.42354439006598,1.23814789126205,0.0139727055747206,-0.020167108075263
"49","ADORA2A",-2.23676786654708,0.467423785921153,0.376828057046827,-1.32012338569596,2.03339734199254,3.82374367852898,4.3196503346265,5.03224293900925,4.98431838764204,3.40287489435801
"50","ADPGK",5.00950994796229,5.42017589519728,4.68042743383352,4.57746040436583,1.58688360181872,6.86484445224992,6.86650053356374,7.5466937836359,7.47219251413025,7.30293790895681
