geneSymbol,HS01,HS02,HS03,HS04,HS05,CL08,CL10,CL11,CL12,CL13
RP11-81M19.3,1.112241066532889,1.0050914536970619,0.20254119930205786,0.5288856649901648,1.2954135275888188,0.3469833967776264,-2.94955971436544,-5.118379805642771,-5.373269488256955,-5.091108170656448
NMNAT3,2.7680160116636934,2.4616599933078223,3.2133235855072875,1.7168262225805297,3.331543164226824,1.9006596468987202,0.6730423545756729,-0.4260582953147543,-0.9639184611183715,-1.2760178190508165
CRLF1,4.373809683002249,4.013596028200309,3.5189991423866647,3.075954301990685,5.633344245485308,2.3221280303666867,3.334964417654714,-5.118379805642771,-2.531842416613105,-4.464932762604557
SPDEF,3.523640992723471,2.318601836609235,2.910924635698583,0.931838243843903,2.5479018884907423,0.7345965110997303,-1.4475676860758746,-5.118379805642771,-5.373269488256955,-2.4745023909311517
OCLN,5.936151268278693,5.3955193866369715,5.657259038168221,5.113772340834046,6.360608000533094,4.580835697534195,3.5985914851732863,1.9334789733687712,2.6728799899375635,3.4792276663133106
PCDH20,2.473622580021728,2.723210793596616,3.103640266360843,1.5714720130200988,2.8523181472717654,1.7800111069393723,0.26738384896403317,-2.3217768334867963,-0.8855241025943551,-0.7632394837676438
PEG3,3.8883161623763662,4.225254940782934,4.523279820407498,4.113885185924484,4.263238196874244,2.5225610992965617,2.975340978135962,-0.5264144079654142,-0.07651902628791393,0.9589305336117248
HSD11B2,3.785236511914023,2.8146308840372996,3.1762660980571615,2.208437193471279,3.425055485629623,0.7205760750432324,0.9170194160538075,-5.118379805642771,-2.096056364411741,-1.2627704552973305
IMPG1,0.9199050791055516,0.28680305465927586,0.9368142488919682,0.20685123820127257,1.3876973120029774,-1.8144553383957793,-2.5152254800609133,-3.9658311058890825,-2.5033724275591225,-0.6397089423467062
CDH1,6.810337415345395,6.704329801084257,6.509909113624071,6.1293536234335395,7.274327426957984,5.184351327702445,3.3168728016618365,2.0019469956121956,4.037830550413091,5.593381268599992
FAM213A,6.827527778490715,7.523995820903895,7.09783837586519,7.897244431768225,9.096691076612638,6.209978662259569,4.8386299595858695,4.334789157209833,5.272112268844272,6.573335400086674
PKNOX2,2.9263999132589213,3.577627188120198,3.2097882989946185,3.654315850506305,5.361115044849267,1.875286255837446,2.235817599667702,-0.3427717688443949,0.08580985988926486,1.7151180118756257
EFNB1,4.851099244360277,5.071837439718576,5.252361359725721,6.003636072885347,6.764117425277142,3.8476671106072025,3.78196152951762,1.0633613524419452,1.347139037308046,3.9438430947061582
UNC13B,6.90060133115385,7.264350907480041,5.9789058871428375,7.681749848975142,7.979591165886159,6.4298949428377234,4.957627995869023,3.6648201432311445,4.050554112305603,4.772590441286902
MMP28,4.072350709489901,4.345229530925749,3.731521896949078,4.366338468190463,4.214208355378626,1.5393575616675976,1.2050066232658347,0.7040981999614258,1.522622836112924,1.7466967914422045
CDHR1,7.379962062562286,8.151396103126611,7.025665813973191,7.295862777494873,7.331059825365076,3.9447977100178466,2.554524007086625,2.2031329650821996,3.171048772784724,3.9156736873735296
KLK1,3.932656223168667,3.8407560795594278,3.26431059638952,3.373132113387831,3.8600289588747696,-3.3291277354887683,-5.052052990868393,-5.118379805642771,-2.5244584069947047,-0.6252828971427846
PCDHGB4,4.645602293100024,4.984429573144535,4.305107932546318,3.553562302629259,3.5468727600629752,0.25214881284679175,1.1898541482578406,0.07011382856201256,0.973378080899774,1.7374033661278543
PITPNM3,6.779799787830897,6.25233993445095,4.4810180883165165,4.812359358100556,6.230990903361684,1.2732120720027522,1.9620486202980356,-0.036081648037392715,2.3820477399863527,3.049486006923554
CCDC34,3.2580986285529203,3.6541205541060604,2.4981113146974163,3.36288286859687,3.119146182262059,0.8282523206779384,0.9644622263116392,-0.6011591768884296,1.2070601328809092,2.3956340694903435
TMEM25,3.075639232730616,3.5623473662350964,2.010087582920208,3.3437049891047517,2.2285208981963214,0.2983912959840699,-0.24690245742615155,-0.4476318621642582,0.2441391078636812,0.5393173586953107
SCD,10.54131648663834,12.601557992177966,8.858685946420565,11.923377090092076,10.493035546567645,7.4628225836952735,6.988789138763106,7.159968161573042,7.647254562029621,8.570551100817884
WSCD2,0.8022223739838859,1.800041752714009,1.8191659705890382,2.2316655582964278,3.279965065594179,-1.3891670452008171,0.5409997710530386,-2.4538817299436246,-3.75819982003967,-0.5873511194043828
FXYD1,1.8411450265037346,2.779891862905989,2.5998364458093333,3.3244859659782935,4.351570965982934,-1.9891334979361275,-0.811645303363902,-4.985356756707127,-5.373269488256955,-1.5032319496757087
ZDHHC1,2.48505936085448,2.947423514951305,1.9973074955087082,2.5295385544162134,3.8488097505371717,-0.22409416055286718,1.9446398993530432,-0.7398675363046763,-1.5202948046525186,0.7279161909959797
GALNT16,3.4861868888798084,5.64284196158951,4.945135626615739,6.0627809783155495,6.315445403501415,1.3058634923104098,3.2588771184673577,0.8711908045036967,-0.5551853101158823,3.6534050268822074
DCST1,0.6650633266391234,1.4035372328529585,1.2140721767761677,1.5850119132691978,1.8113227855618892,-1.3128790799583665,-0.9025337762211314,-1.1768370658811964,-2.573586472843336,-0.03853482237398956
PHYHD1,1.7840209486068066,2.8523726300141585,2.021527933494765,2.9720409899101954,4.3561664426043905,1.319193503317245,0.8237949793211149,0.2886408532745571,-0.9474881492212482,0.6924411567550365
OSR2,2.69778651106266,4.3581672380360965,3.441614830845148,3.995166354814845,4.807747635594639,2.0732017250029458,2.5380542318292236,1.8763867516537418,0.16858878707129402,1.4103282758581526
RP11-1275J23.3,3.0429738792405665,2.9114684597976503,3.2432859105756053,2.6806081036621787,2.492646997922667,1.0380868106510042,0.899310756104972,-1.9087047644661261,-5.373269488256955,0.4864763198422018
HSPB7,4.1864496148784225,5.042123931520799,6.156964467103447,5.026880702668893,4.7607114454499735,1.5979655586029125,0.8349553884109135,-0.6364929464172251,-5.373269488256955,1.0659173626054992
STAR,3.127681858367132,2.909974969354626,2.848723414608173,0.9670747547366224,1.5854582672362842,-0.16278367015306952,-0.6248567050349387,-0.7507952484895809,-5.306190285168599,0.004450906219792849
RNF150,4.560886910251975,5.3552860737422066,5.776617621838925,6.1633829511985665,4.870701436679162,4.097500820021867,4.162236165853073,3.426448942773915,0.644852325055928,2.8256268207813062
PRKAA2,3.975560667173414,4.444429813048244,4.504809634574973,3.6398582492932956,2.870145169770693,1.2069212061103083,1.6951872639161827,0.13002418524604098,-5.373269488256955,-1.5550613089438643
ADCY5,2.034545119830632,3.697695843594937,3.7607740800052216,3.630993573414919,3.023518975688423,-0.5469191485358296,2.8042257018697505,0.7249902230426524,-5.373269488256955,-1.5132117953672397
PARK2,3.2404092352591625,3.741822388328946,3.3376721909278824,2.242652207473451,1.6550394399768413,1.552886735813466,1.6567324865509394,0.18389004518989654,-0.9803885147304887,1.3176064360051893
LDOC1,4.293578926636935,3.7770984285081557,3.84599491747549,2.7099095937441406,1.4070216465648755,0.9219219506411424,1.9375225069880087,0.38791230449865166,-1.4131476415293442,1.8220019894431232
