"","geneID","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"2560","HIF1A",2.13513867784929,8.47228742765565,6.47129171324748,3.7397036397236e-05,0.000459529011714528,2.23929252499291
"2561","CCDC34",-2.13413850967789,2.06866091206877,-4.40044820348567,0.00095581264554013,0.00517609821590726,-0.651031158094553
"2562","FHDC1",-2.13287156334974,2.8513364384099,-2.74480157986886,0.0183859955366753,0.0510750227078673,-3.67824936630313
"2563","QDPR",-2.13264166259518,2.02343017335752,-2.52016902161169,0.0276446827450581,0.0702545344336419,-3.95371112606995
"2564","MPPED2",-2.13181998033629,0.419305816533466,-3.29258917680233,0.00677805717271218,0.0237216748891072,-2.38819774968768
"2565","HAGHL",2.13174209312465,1.80647699207566,4.15836620259111,0.00145035223930026,0.00713162452666359,-1.01703358865259
"2566","LGI2",2.13083749523718,3.66801564209924,4.32353352551817,0.0010903608425052,0.00570989299107186,-0.931914163093772
"2567","S100A6",-2.13033880728216,4.71856293630514,-3.22795274344597,0.00762238634685602,0.0259695454222676,-3.03977789237223
"2568","CNTNAP3P2",-2.13030294398783,1.55547665977865,-4.97869973681205,0.000364107794037003,0.00243673344262371,0.358789988184218
"2569","CPEB2",-2.13018163654295,6.65603797101439,-7.95222696978413,5.23112317528472e-06,0.00011964655697824,4.30456376421596
"2570","SCIN",-2.13013443762918,3.08630391613178,-6.00968599484774,7.31352521763898e-05,0.000731964335327793,1.84584555882846
"2571","ABHD16B",2.12935597856608,1.96853000936141,6.57299447564388,3.23843129522895e-05,0.000417986074146853,2.73543029043526
"2572","ZC3H12A",2.1289101166161,1.58570972255616,4.28145839799308,0.0011721842678593,0.00603030930535133,-0.774519422793392
"2573","CASP4",2.12589129796062,7.71080112532014,10.0963714688571,4.62990502771272e-07,2.41345810338703e-05,6.79891853302342
"2574","ACBD7",-2.12551675200992,1.57108031031124,-1.81971766674654,0.0949077132057982,0.184305114682205,-5.02431162041608
"2575","BUB1",2.12218675128083,2.45724479929342,4.1505146573478,0.00147027667388728,0.00721135701954236,-1.09922168487718
"2576","FAM47E-STBD1",-2.12204504070208,1.67434985742387,-3.54303852517728,0.00431046493931702,0.0167559763062228,-2.10162760024172
"2577","LITAF",2.12188012107794,7.20183487028522,11.6948742768446,9.81736625800262e-08,1.01502886220424e-05,8.38403207732596
"2578","LIN7A",2.12035504750754,2.79183723363867,3.12409547855944,0.00920804697292983,0.0299420352435663,-2.96017069190787
"2579","GSTM5",-2.11982347045294,0.966520688788508,-2.80417795725717,0.0165008514046569,0.0470118596623243,-3.30297816724467
"2580","PLXNC1",2.11972110710793,7.72313412439116,7.57595702002081,8.40821562088157e-06,0.000161847744494519,3.80424823428529
"2581","ALDOC",-2.11923850189059,5.98676261630607,-6.84940927326479,2.20515359558613e-05,0.00032324743523223,2.84163078771372
"2582","SH3BGRL2",-2.11708677060117,4.12063033172382,-2.4291179958764,0.032581444951449,0.0798014509180924,-4.4202052851042
"2583","HOXA7",-2.11666893821875,1.16925625144086,-4.32296915810005,0.00109141805708647,0.00571350556777715,-0.68665336926515
"2584","CTD-2192J16.22",2.11546464963387,2.86073469389342,4.33917392125366,0.00106148292183421,0.00559256229108657,-0.825135410792514
"2585","IFI35",2.11214054789093,4.65829881284002,7.61071368899564,8.04206439569381e-06,0.000156543463762485,3.98422128435732
"2586","GLS2",-2.1117565761926,0.0986611067022829,-4.2986096481388,0.00113808365528775,0.00589038771736786,-0.635544594136486
"2587","TCAF2P1",2.11051549102648,1.25377418039467,3.86056393310262,0.00244539305869343,0.0107651282881005,-1.46610318038316
"2588","KCND2",-2.10981387956456,2.01414785434128,-2.49443035063088,0.0289611375835335,0.0727795399639192,-3.99652359305241
"2589","RP11-367G6.3",2.10936365021854,0.269199788160982,4.36265689101479,0.00101961352407246,0.00543144772571913,-0.536316598079602
"2590","RHOF",2.10908977919698,4.22495009618947,8.47828939626449,2.76626720758074e-06,8.05007075006699e-05,5.09470738084324
"2591","SPDYE2B",2.10867423690278,1.47280142282683,2.06689180967748,0.0620176584538222,0.132969484688764,-4.59664832089828
"2592","ST6GALNAC2",-2.10840444086394,2.38951639432857,-6.16335788251302,5.83115184871461e-05,0.000628495528087722,2.12172750664111
"2593","VPS37D",-2.10806188657085,-0.268547847013832,-1.61096360362207,0.134271019185673,0.23995371267319,-5.03119399651127
"2594","PDE4B",2.10785056117597,6.8392546579224,6.08814919811586,6.51212252359567e-05,0.00067929605371887,1.69787672244024
"2595","SPATA6",-2.10713049818957,2.90311982668416,-7.67820020180368,7.3790023282076e-06,0.000149509749856789,4.15705049041967
"2596","CYB561D2",2.10675249922249,3.80605418104392,4.15768071238689,0.00145208053750546,0.00713786618199192,-1.24613151121185
"2597","CACNA1I",2.10527413786154,0.594807784151976,4.31159459769559,0.00111295505415158,0.00579504183368581,-0.642670280220175
"2598","CCL23",2.10345395350346,-0.326367635532147,2.99933823208381,0.0115592376141189,0.035649578150385,-2.80371411309321
"2599","ADGRG6",-2.10319989355895,5.86970679869405,-9.13399469340261,1.30148310885948e-06,4.90120261309721e-05,5.77009261978107
"2600","UNC13D",2.10294333350867,4.25163496278224,7.11556147253445,1.53730992012493e-05,0.000249503325781015,3.35377637043026
"2601","HIST1H2AL",2.10236862405709,4.93700653568793,5.10261594184696,0.000297854362255137,0.00208390863524703,0.251931295571024
"2602","PLEKHG5",-2.10178885792323,3.9856160478214,-3.64302434338157,0.00360236519236702,0.0145450638205826,-2.21646004219107
"2603","LGALS3BP",2.10178325837998,7.83494941622602,8.91489600205198,1.66646808302586e-06,5.86393169576949e-05,5.47737390384981
"2604","C18orf54",2.10169037367351,1.68551072911309,2.06925965031646,0.0617614591151,0.132584675447502,-4.6191697006045
"2605","NHSL1",-2.10150658204612,5.4636871551286,-7.22877340201635,1.32215819378626e-05,0.000223031739565702,3.40218989258962
"2606","PLPP2",-2.10062245206584,4.51664312008409,-3.85919949198704,0.0024513070034955,0.010785057376341,-1.88965903595503
"2607","SBNO2",2.10005678434987,7.12460295273087,10.1169816613525,4.53253900802659e-07,2.40230917652288e-05,6.82974200991066
"2608","CCND2",2.09877715134143,2.84996098380743,4.77327245404603,0.000510361413042102,0.00318525323316365,-0.0731904823079734
"2609","RAB37",2.0983388488521,2.86477912110153,4.29569129627269,0.0011438122149726,0.00590824024558914,-0.88943234380779
